src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
83.160.81.219,94.179.138.99,53429,6976,ICMP,942,2023-10-24 16:57:03,9730,ACK,Animal effort treatment present edge. Whether lot safe.,1260,Jersey,Normal,ybauer
217.87.6.185,35.146.73.143,39625,31933,TCP,386,2023-10-25 03:46:23,2441,ACK,Doctor affect move. Exist yard notice agency.,1461,Hungary,Failed,cfigueroa
83.220.237.111,151.158.145.0,33473,33424,UDP,1176,2023-10-24 22:46:23,5938,FIN,Public check leg. Democrat west hair pass.,1263,El Salvador,Failed,fthompson
85.66.154.152,91.25.64.32,63775,16483,UDP,830,2023-10-24 21:58:27,2899,FIN,Describe truth another trade. Recently include recognize happen.,1508,Brunei Darussalam,Normal,tabitha28
180.194.164.10,65.141.29.106,52176,24958,UDP,1430,2023-10-24 17:42:37,2224,SYN,Blue road wall enter listen. Product collection ask.,550,Senegal,Suspicious,mcclaintammy
38.5.82.93,65.161.105.166,24863,44104,ICMP,103,2023-10-25 09:59:37,2099,ACK,Address bit increase training. Involve despite top determine identify nature.,172,Heard Island and McDonald Islands,Suspicious,ltran
174.52.40.40,38.60.44.81,22687,37237,UDP,1036,2023-10-24 22:38:53,9573,RST,Truth direction performance control top concern instead amount. Discover PM drive return see.,2960,Cayman Islands,Suspicious,tracey88
40.5.185.83,14.119.47.68,27814,18621,ICMP,496,2023-10-25 01:13:21,8008,RST,Choice interview three price quality off hour lay.,1727,Norfolk Island,Suspicious,barbermichelle
67.35.63.156,133.2.210.94,29892,2682,ICMP,1046,2023-10-24 21:22:54,8103,FIN,Just wonder six manage data draw provide once. Article enough investment available performance TV.,3462,Myanmar,Suspicious,ubeltran
117.116.48.154,31.181.218.208,10636,35998,ICMP,1042,2023-10-25 03:23:08,8725,ACK,Improve film democratic especially through close case.,738,Iran,Normal,cdennis
19.254.213.103,37.79.188.102,21075,23585,ICMP,352,2023-10-25 01:18:35,4241,SYN,Fine step wrong baby it minute. Away source age color.,2785,Belize,Failed,annethompson
205.96.117.39,222.61.9.149,18241,23627,ICMP,1157,2023-10-25 09:48:15,8646,RST,Strong involve reflect first senior. Local system always hope figure second light.,850,Anguilla,Failed,jonathan04
21.185.87.167,165.102.14.99,28450,43126,UDP,1448,2023-10-24 16:36:14,7838,FIN,Mention official manage paper service cup state. Age usually voice their form seven there.,1196,Suriname,Failed,danielle25
198.113.57.112,85.45.85.48,49679,27580,ICMP,1471,2023-10-24 18:53:56,951,FIN,Near mother left help. Summer sometimes cost eat teach.,2314,Mongolia,Suspicious,melanie60
14.55.33.45,47.205.136.227,14627,38254,ICMP,1290,2023-10-24 19:58:08,6097,SYN,Physical manage career. Sea expert probably occur research. Score themselves plant meet bar.,1400,Belize,Suspicious,bclark
218.2.83.49,105.186.211.179,34134,30514,ICMP,1362,2023-10-25 09:26:25,8909,ACK,Store issue education establish indeed.,3472,Paraguay,Failed,bcarpenter
107.23.26.72,106.157.86.89,13185,59655,UDP,433,2023-10-24 21:22:57,8210,ACK,Like field hospital book my star. Set teach here pull ten while suggest. Join sure play fact.,2011,Uganda,Normal,myersbelinda
116.20.167.107,111.132.50.14,20556,5897,ICMP,418,2023-10-25 08:43:52,2392,RST,School difference fact resource as wait. Reach right behavior. Hour stop own address.,3472,Antarctica (the territory South of 60 deg S),Suspicious,xlang
108.127.22.200,98.242.165.136,32329,34695,UDP,1290,2023-10-25 09:35:50,6674,SYN,Person memory image table. Force upon local century shake. How write phone local.,2631,United Kingdom,Normal,hmedina
192.145.43.88,116.227.218.34,25086,2619,ICMP,1113,2023-10-25 02:18:59,6978,RST,Wear former share. Class hand fast nor could speech. Much own well new among anything thought.,2481,French Southern Territories,Suspicious,kennethmartin
184.164.20.151,38.141.181.129,40705,5464,UDP,1322,2023-10-25 01:15:27,9744,SYN,Interview floor follow my let wide. True show focus find play according.,2537,Saint Barthelemy,Normal,nmcintyre
53.75.242.166,97.82.152.35,7934,9285,UDP,1483,2023-10-25 14:03:32,5695,SYN,Job moment country card usually. Officer response still lead.,505,India,Suspicious,nicholas74
148.252.97.140,76.148.190.186,42171,44921,UDP,94,2023-10-25 08:49:13,4687,RST,Experience something claim. Institution already how law beautiful word.,2292,Christmas Island,Normal,cmyers
172.110.240.81,166.232.201.238,57158,6997,UDP,1090,2023-10-24 23:20:49,4974,RST,Energy suggest company. Tv medical former billion.,3158,Togo,Suspicious,tammy33
216.216.41.235,89.249.171.162,49584,61072,TCP,600,2023-10-25 13:09:21,4171,RST,"Change throw support baby memory want. Manage upon face not.
Capital field particular have.",3354,Palestinian Territory,Normal,shawamanda
16.220.66.133,63.23.5.38,19855,56092,UDP,614,2023-10-24 23:41:57,6397,RST,Ready collection approach course majority public would national. Toward determine bit measure make.,2797,Aruba,Normal,xfoster
41.161.204.43,182.243.219.30,19697,59615,TCP,939,2023-10-25 11:48:27,1100,RST,"Issue usually thing significant.
Save range perhaps address main. Current none clear discover.",286,Canada,Normal,anthonypitts
72.148.195.219,193.85.16.3,38851,50041,ICMP,1394,2023-10-25 11:46:50,431,FIN,May week black room image. Across federal series often follow.,1006,France,Failed,jason25
125.140.196.111,30.208.241.158,19585,23999,UDP,949,2023-10-25 14:02:08,7202,ACK,Hotel available such nothing. Pretty decision most decision miss.,1255,Turkmenistan,Suspicious,christopherbarnes
163.203.253.59,175.47.48.199,9865,49658,TCP,1203,2023-10-24 18:49:19,8654,ACK,Reflect save onto gas. Budget help present. Away house best size American rock.,2904,Gibraltar,Failed,nicole91
84.3.109.217,156.144.35.183,54226,53685,ICMP,1394,2023-10-25 08:35:11,6281,FIN,Audience compare stuff stay attorney space. Need either usually program.,351,Saudi Arabia,Failed,tinamercado
38.23.68.200,147.25.169.208,12963,51306,UDP,171,2023-10-24 23:37:29,8317,ACK,Religious will nor four. Personal fish talk through north ten itself.,1718,Haiti,Suspicious,bowmanjustin
101.51.243.123,18.175.211.18,13055,27507,ICMP,156,2023-10-25 11:20:08,2040,ACK,How east however. Until suffer either a day true.,1837,Hong Kong,Normal,johnsonscott
99.20.103.65,123.19.189.144,1198,63476,TCP,912,2023-10-25 08:16:49,6698,ACK,Mother call expert quickly employee property. Sea visit cup carry price require red.,2550,Yemen,Failed,thomas94
2.43.162.7,194.71.43.11,33091,31213,TCP,658,2023-10-24 23:41:54,8920,SYN,Picture individual although mission. Bar above wear important.,1901,Equatorial Guinea,Failed,pamela39
112.45.134.31,116.129.207.157,56513,42828,ICMP,1007,2023-10-25 07:49:08,3519,SYN,Same couple result talk. Fish partner activity research gas.,2209,Gambia,Failed,taraswanson
23.111.165.185,186.180.20.233,41854,13566,ICMP,430,2023-10-25 02:49:02,5221,RST,Key movement section letter best his happen. Me statement before.,1126,Ukraine,Suspicious,xanderson
217.46.59.61,123.198.173.92,35562,45347,TCP,1271,2023-10-25 04:39:33,2450,RST,Half prepare happen practice laugh. Spend reason what.,3189,Guernsey,Normal,uneal
41.133.91.185,202.203.7.54,20487,31800,ICMP,225,2023-10-24 16:43:13,560,ACK,Worker worry less someone adult finish. Despite heart poor cold hot positive daughter.,229,San Marino,Failed,griffinvincent
91.132.193.130,198.161.127.81,18074,2277,TCP,981,2023-10-24 15:12:20,4432,RST,Hit themselves national. Experience bed financial record.,821,Heard Island and McDonald Islands,Normal,adamscarla
155.30.187.115,133.253.176.44,7349,47559,ICMP,1149,2023-10-24 21:14:57,8092,FIN,Sea foreign leg player probably environmental anything. Fact herself truth lose her PM trade quite.,559,Mozambique,Failed,amber90
159.182.122.138,78.169.193.214,58419,45075,ICMP,533,2023-10-25 04:22:21,9179,ACK,Continue participant country happen your other. Attack site or enter benefit popular it peace.,3002,Italy,Normal,jonesalexander
24.67.70.61,65.252.92.240,62361,10211,UDP,582,2023-10-25 12:16:45,2041,RST,Popular drive make officer act add.,114,Togo,Failed,wendyfarrell
84.194.42.230,156.156.205.164,25990,14063,UDP,1166,2023-10-25 09:20:21,2130,ACK,Thing size green between investment. Bit gun finish nation field me international.,792,Turkmenistan,Failed,gmiller
64.142.91.140,154.61.150.189,55889,18998,UDP,1346,2023-10-24 19:35:35,5073,ACK,Consumer able ahead. Stage suffer rise common kid.,1558,Zambia,Normal,morganwatts
150.103.16.72,104.186.27.103,62869,14652,UDP,922,2023-10-24 17:40:09,761,FIN,Foot enjoy kind court.,769,Equatorial Guinea,Failed,jonesmichael
206.217.199.14,205.51.140.15,7942,8671,ICMP,1351,2023-10-24 15:04:25,6882,RST,Art red popular hair sometimes. Which support health executive mean lawyer fact.,491,Finland,Failed,martinezgregory
13.224.95.95,61.187.155.180,2685,53158,UDP,1097,2023-10-24 16:12:01,2921,ACK,Contain letter early son throw soon.,3492,Saint Kitts and Nevis,Normal,brownmanuel
96.207.75.82,218.155.170.24,64554,2460,UDP,916,2023-10-25 09:07:23,1826,ACK,Anyone bad bit. Rock whose resource kind school need.,1092,Thailand,Normal,jmatthews
111.243.223.50,87.1.92.16,19732,52648,ICMP,132,2023-10-24 16:26:31,4930,SYN,"Assume everybody generation.
Free test throw religious free fast. Bad face might response.",3298,Italy,Normal,qlopez
37.178.138.156,96.170.240.149,30616,62321,TCP,339,2023-10-24 16:24:17,8642,SYN,Agree put others what market perform hard. That value claim whatever structure.,118,Panama,Normal,suzanne58
186.176.242.159,30.69.24.109,28184,1326,UDP,369,2023-10-25 04:11:51,9318,FIN,Work guy wall quickly pay treatment. Require born energy travel agree yes pressure.,1623,India,Suspicious,pchaney
124.180.120.174,39.137.237.120,33210,56566,ICMP,542,2023-10-24 15:59:13,4853,SYN,Letter four statement. Remain scene instead people.,3307,Mongolia,Normal,edwardlambert
199.69.5.90,17.239.202.51,18397,18756,TCP,389,2023-10-24 16:18:14,6993,RST,Bring region remember miss team. Tonight national consider control us.,3054,India,Normal,gregory19
213.144.14.34,158.164.188.65,21742,35304,TCP,1235,2023-10-25 04:51:29,9029,RST,Education campaign material.,1835,Belarus,Suspicious,whitakerkevin
125.32.177.179,66.13.8.106,12769,64044,TCP,1005,2023-10-25 03:47:29,1642,ACK,Smile realize operation her. There when family tree yourself better system. News research anyone.,177,Gibraltar,Failed,justin48
215.230.50.29,60.173.138.248,33899,6875,TCP,283,2023-10-25 12:48:07,3583,RST,Should black main none often wonder. Institution eat father religious drive.,3363,Syrian Arab Republic,Failed,rhondadalton
82.134.3.125,117.31.148.218,64429,58410,UDP,707,2023-10-25 10:31:34,5608,RST,Travel clearly theory woman health human. Together spring usually fill term network perform.,3554,Montserrat,Failed,ellen18
169.63.233.154,154.152.215.242,17952,65497,TCP,761,2023-10-25 04:52:43,3035,RST,Whether daughter wear still industry human. Industry dream ago event amount level.,684,Solomon Islands,Failed,qsims
195.203.4.71,123.235.201.160,55219,6044,TCP,469,2023-10-24 21:50:59,9900,SYN,Mrs program message commercial current recent behind itself. Form involve thing simple just.,3549,Azerbaijan,Normal,zdavis
40.92.60.6,203.55.156.245,24643,22919,UDP,75,2023-10-25 14:08:57,155,RST,World he little statement which. Bed official side receive same or. Thing win professor near.,1271,Falkland Islands (Malvinas),Suspicious,marquezamber
137.110.205.213,55.65.194.221,45268,39065,ICMP,398,2023-10-25 04:22:43,4307,ACK,Enjoy follow few draw week management. Some still research speak foot. Success however safe.,1258,Croatia,Suspicious,jbruce
216.77.150.134,68.79.165.136,42058,12713,UDP,1465,2023-10-25 07:35:48,8773,SYN,Ready president end throw. Live magazine party third.,114,Falkland Islands (Malvinas),Failed,shughes
184.3.124.215,223.133.1.242,18444,10054,UDP,550,2023-10-25 07:59:33,9717,RST,Part more produce thousand born dark production.,981,Moldova,Normal,plee
75.59.65.38,6.245.44.12,65494,37252,TCP,1247,2023-10-25 07:28:50,3019,RST,Simple second open wide social home program. Paper share window nice later.,3370,Albania,Suspicious,derrick52
40.139.253.151,7.22.248.182,36263,28414,UDP,1164,2023-10-24 18:58:52,3118,SYN,Drug society thing truth. Whole mouth provide field over.,3488,Cameroon,Normal,gpalmer
88.211.121.1,70.180.93.124,15605,53743,TCP,1007,2023-10-25 09:33:09,9213,SYN,Open within grow wish value sister. Wife way center industry thank nation consider.,3207,Lebanon,Suspicious,samuel73
126.173.97.206,155.152.85.99,62646,12873,ICMP,962,2023-10-25 00:41:56,7443,ACK,Three term recognize your wide recognize. Concern deal maybe stage.,2812,Tuvalu,Suspicious,millerjason
129.132.191.139,137.148.25.224,7214,23248,TCP,1435,2023-10-24 21:07:40,8232,ACK,Right air story manage throw arrive. Find finish doctor back hospital property.,805,Cambodia,Normal,michelegallegos
181.124.55.135,82.96.96.139,30256,7205,ICMP,783,2023-10-24 16:32:14,9708,SYN,Relate run local only begin occur hear. Serious remember care civil present clearly.,2446,Mauritius,Normal,jamesrivera
139.173.175.34,22.46.78.48,15950,39691,TCP,1241,2023-10-24 23:07:50,2254,FIN,Thought pick over table church she.,681,Pitcairn Islands,Failed,smontgomery
73.216.68.181,64.43.39.129,815,15642,ICMP,277,2023-10-25 08:28:09,6826,SYN,Easy science tree real long. Each order condition dream speech rule.,41,Lao People's Democratic Republic,Suspicious,wongjoseph
212.128.205.123,100.131.254.69,39215,7010,ICMP,1368,2023-10-25 09:39:01,5244,FIN,Charge stop phone positive financial street floor. Involve summer soldier.,962,Costa Rica,Normal,caroline38
47.113.213.75,221.41.199.43,41481,52423,UDP,698,2023-10-25 03:45:56,4473,ACK,Require north professional term. Manage trade choose. Tax nation fill say.,2773,Tajikistan,Suspicious,brucesmith
133.241.244.161,191.252.111.14,63493,27735,UDP,995,2023-10-24 22:53:02,6584,ACK,Include market soon letter. Officer somebody activity husband security. Media drug dark feeling.,1563,Tunisia,Suspicious,nsalazar
202.208.140.75,211.182.143.202,12917,41085,ICMP,1477,2023-10-25 10:18:31,9687,RST,Poor enter fine account entire instead instead. Apply would kind write.,1256,Suriname,Normal,wmcguire
111.250.60.107,102.30.74.21,53950,64326,ICMP,518,2023-10-24 17:43:20,7826,ACK,Building have what day save my nothing. Can threat recently establish television north late write.,1230,Chad,Normal,mccallangela
181.250.7.242,135.195.150.168,19056,51340,TCP,542,2023-10-25 11:42:38,1058,ACK,Quality hundred quickly measure. Consumer real two blue. Land focus nothing stay tough final point.,2819,Indonesia,Suspicious,nhill
181.240.240.61,47.65.10.137,53602,39685,UDP,571,2023-10-25 10:55:02,6621,RST,Theory soldier population nice international president or. Us bring many again white kitchen.,3396,Pakistan,Normal,mjones
168.143.181.108,29.125.105.201,7639,53326,UDP,1430,2023-10-24 20:08:32,7448,RST,Structure surface air me employee eat. Ok southern friend decade leave quality attention attack.,1049,Nigeria,Failed,thomasbernard
44.18.125.93,147.132.160.167,61044,1562,UDP,929,2023-10-25 02:10:13,3628,FIN,Then where water fall miss thank history. Lot see order performance.,1379,Madagascar,Failed,cruzbrandi
122.181.11.70,197.100.85.7,31396,114,ICMP,474,2023-10-25 05:59:16,6758,FIN,Determine suddenly sound indicate top. Risk tree study seat ok style likely.,1269,Tonga,Suspicious,simsdaniel
114.19.187.100,87.142.181.38,31991,62801,ICMP,248,2023-10-25 05:55:21,4464,SYN,Respond law high mission mind claim.,836,Philippines,Normal,matthew77
50.52.181.197,23.226.210.138,33658,57432,ICMP,1234,2023-10-24 20:57:43,7352,SYN,Early head college. Radio actually environment person.,1834,Venezuela,Failed,svaldez
32.176.76.71,81.46.178.114,57335,26936,TCP,1217,2023-10-25 00:40:59,5741,RST,On truth place money difference. Far lose customer day safe budget nature.,3128,Pitcairn Islands,Suspicious,mckinneydaniel
67.217.23.184,187.89.201.79,13050,33692,UDP,131,2023-10-25 09:54:54,8673,ACK,Stay attack above government little. Many require job discover past radio.,1627,Kazakhstan,Failed,blairkimberly
214.54.66.240,36.41.70.127,29149,21989,UDP,233,2023-10-25 00:15:44,5809,SYN,Find black large local impact.,3546,Cook Islands,Suspicious,rodneysmith
46.28.166.148,121.67.205.50,36279,48377,TCP,1291,2023-10-25 08:58:46,1577,ACK,Effect mouth walk agency.,2379,Romania,Suspicious,sarah03
89.152.116.162,198.44.252.163,18151,63409,ICMP,1092,2023-10-25 02:34:12,602,ACK,Tough general because effect recognize position. All growth reach hotel school two.,3495,Christmas Island,Normal,peter29
194.142.16.180,150.156.92.231,26376,63474,TCP,1032,2023-10-24 17:04:15,4409,ACK,Sound serve almost man. New might other case. Energy different trip.,244,Serbia,Normal,fpruitt
152.170.70.88,80.236.208.241,53514,39068,TCP,1018,2023-10-25 10:49:38,1490,FIN,Garden many short himself down. Whatever right audience brother whose produce worry.,2021,Mexico,Suspicious,brandonrodriguez
